date_mdy,month,journal_entry,transcription_accuracy,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,noteworthy,second_check,journal
1874-05-27T00:00:00Z,May,The wind Northerly in forenoon Abrest of Isles of Shoals at day light The wind hauled around South in afternoon and moderate at dark Seguin light bore N.E and Cape Elizabeth lights bore North West.,confident,"Isles of Shoals, Seguin Island, Cape Elizabeth",assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,S,NA,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,ER,read journal entry location information is about locations close to his boat,NA,"WD, DD, LN",3
1874-05-28T00:00:00Z,May,The wind S.S.W. abrest of Seguin at day light and at Bass Harbor at dark very moderate.,confident,"Seguin Island, Bass Harbor",assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SSW,NA,NA,NA,NA,NA,NA,very moderate,NA,NA,NA,NA,NA,NA,ER,NA,NA,"WD, DD, LN",3
1874-05-29T00:00:00Z,May,Calm in morning in Frenchman's Bay at day light the wind breezed up E.N.E. got in Winter Harbor at 8 oclock A.M.,confident,"Bass Harbor, Frenchman Bay, Winter Harbor",assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,ENE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,changed Frenchmans to Frenchman's,NA,"WD, DD, LN",3
1874-05-30T00:00:00Z,May,The wind out Southerly worked apart of fore noon farming for the first time in 1874,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-05-31T00:00:00Z,May,The wind South Easterly foggy thunder and lighten at nights with rain.,confident,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,NA,NA,"foggy, thunder, lightning, rain",NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-06-01T00:00:00Z,June,The wind North East work farming,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-06-02T00:00:00Z,June,The wind Northerly in forenoon S.W. afternoon got provisions on board in fore noon work farming in afternoon,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"WD, DD, LN",3
1874-06-03T00:00:00Z,June,The wind Southerly went up to West Gouldsboro in vessel after timber for J. F. Kingsley got back by Stave Island at dark,confident,"Winter Harbor, West Gouldsboro, Stave Island",mentioned,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"WD, DD, LN",3
1874-06-04T00:00:00Z,June,"The wind South West and rough got under way at Stave Island at 3 am, got home in afternoon and rafted apart of the timber ashore foggy",confident,"Stave Island, Winter Harbor",mentioned,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,rough,NA,NA,NA,foggy,NA,NA,NA,NA,NA,NA,ER,NA,NA,"WD, DD, LN",3
1874-06-05T00:00:00Z,June,The wind Southerly and foggy rafted the remainder of the timber ashore and made a spoke for the vessel's wheel,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,foggy,NA,NA,NA,NA,NA,NA,NA,ER,changed vessels to vessel's,NA,"DD, LN",3
1874-06-06T00:00:00Z,June,The wind Easterly and moderate foggy and rainy made a rudder for the Sea Flower's Yawl boat,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,moderate,NA,NA,"rainy, foggy",NA,NA,NA,NA,NA,NA,NA,ER,changed Flowers to Flower's,NA,"WD, DD, LN",3
1874-06-07T00:00:00Z,June,The wind Easterly and foggy.,confident,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,foggy,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-06-08T00:00:00Z,June,The wind Southerly and foggy. went to Bar Harbor in boat with J. F. Kingsley got back at 5. P.M. The wind came N.W. got The Sea Flower under way and started for Calais passed Petit manan at 9 PM and Moose peak at 12.,confident,"Winter Harbor, Bar Harbor, Winter Harbor, Petit Manan, Moose Peak",mentioned,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,foggy,NA,NA,NA,NA,NA,NA,NA,ER,changed mena to manan,NA,"WD, DD, LN",3
1874-06-09T00:00:00Z,June,The wind North East abrest of Little River. at 6 .AM. West Qaddy at 12 AM and anchored at the Ledge above the Devil's Head in Calais River at dark,confident,"Little River, West Quoddy, Devil's Head, Calais",mentioned,Ledge above Devil's Head,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,"changed M to AM, changed devils to devil's. ledge referring to ledge above devils head",NA,"WD, DD, LN",3
1874-06-10T00:00:00Z,June,The wind South Easterly and clear got to Calais at 9 oclock A.M. and chartered to go to Salem Mass with lumber got a wharf berth at night,confident,"Calais, Salem",assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"WD, DD, LN",3
1874-06-11T00:00:00Z,June,The wind North West Commenced loading and got a hold full,confident,Salem,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-06-12T00:00:00Z,June,The wind South Easterly and rainy all day finished loading.,confident,Salem,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,rainy,rainy,rainy,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-06-13T00:00:00Z,June,The wind North West got under way at 10 A.M. and went down the river abrest at Sail rock of West Quaddy at sunset moderate all night,confident,"Salem, Sail Rock, West Quoddy",assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-06-14T00:00:00Z,June,The wind westerly beat up the shore and got in home at Sunset,confident,"West Quoddy, Winter Harbor",assumed,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-06-15T00:00:00Z,June,The wind south west hauled into the wharf to stop a leak and work on the vessel.,confident,Winter Harbor,assumed,"Home, Wharf, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-06-16T00:00:00Z,June,The wind Southerly and Westerly very moderate all day got under way at 10 AM for Salem and anchored in Bass Harbor at 12 mid night very dark and overcast.,confident,"Winter Harbor, Salem, Bass Harbor",mentioned,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,very moderate,very moderate,very moderate,NA,NA,overcast,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-06-17T00:00:00Z,June,The wind about South very fresh breeze and heavy rain and thick layed in outer Bass Harbor.,confident,Bass Harbor,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,very fresh breeze,NA,NA,heavy rain,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-06-18T00:00:00Z,June,The wind N.East with rain in the morning got underway at 5 A.M. cleared up at 10 A.M. abrest of Monhegan at sunset with the wind N.N.W. in the evening the wind hauling to the N.,confident,"Bass Harbor, Monhegan",assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NNW,NA,NA,NA,rain,NA,NA,NA,NA,NA,NA,NA,ER,changed Monheigan to Monhegan,NA,"DD, LN",3
1874-06-19T00:00:00Z,June,The wind North East overcast good breeze passed Thacher's Island at one P.M. raining got into Salem at 4 PM.,confident,"Monhegan, Thacher Island, Salem",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,good breeze,NA,NA,ovecast,rain,NA,NA,NA,NA,NA,NA,ER,changed Thachers to Thacher's,NA,"WD, DD, LN",3
1874-06-20T00:00:00Z,June,The wind North East thick and rainy wrote letter home.,confident,Salem,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,Home,NE,NA,NA,NA,NA,NA,"thick, rainy",NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-06-21T00:00:00Z,June,The wind N.N.E. overcast hauled into the wharf in the morning wrote letter to Thos. Bunker,confident,Salem,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,Thomas Bunker,NNE,NA,NA,NA,NA,NA,overcast,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"WD, DD, LN",3
1874-06-22T00:00:00Z,June,very calm and hot all day commenced onloading at 3. AM and finished on loading at 9 PM.,confident,Salem,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,very calm,very calm,very calm,hot,hot,hot,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-06-23T00:00:00Z,June,The wind South West got freight  money and started at 8 oclock AM. for home the wind hauling to the Westward at night.,confident,Salem,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,assumed E for Westward night,NA,"WD, DD, LN",3
1874-06-24T00:00:00Z,June,The wind N. by W. blew very heavy abrest of Monhegan at 5 oclock am. got home at 3pm.,confident,"Salem, Monhegan, Winter Harbor",assumed,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,very heavy blow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,changed Monheigan to Monhegan,NA,"DD, LN",3
1874-06-25T00:00:00Z,June,The wind W.N.W. hauled into the wharf to to fix the vessel. Wrote letter to Charles Burrill.,confident,Winter Harbor,assumed,"Home, Wharf, Home",assumed,NA,NA,NA,NA,NA,NA,NA,write,NA,Charles C. Burrill,WNW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"WD, DD, LN",3
1874-06-26T00:00:00Z,June,The wind South West scraped masts and painted booms,confident,Winter Harbor,assumed,"Home, Wharf, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"WD, DD, LN",3
1874-06-27T00:00:00Z,June,The wind Southerly work on vessel painting scaping etc. recd letter from Charly Burrill.,confident,Winter Harbor,assumed,"Home, Wharf, Home",assumed,NA,NA,NA,NA,NA,NA,NA,read,Charles C. Burrill,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,changed &c to etc.,NA,"WD, DD, LN",3
1874-06-28T00:00:00Z,June,The wind southerly hauled of from the wharf,confident,Winter Harbor,assumed,"Home, Wharf, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"WD, DD, LN",3
1874-06-29T00:00:00Z,June,The wind Easterly foggy a squall to the North with thunder and rain the wind back to the Eastward. in the evening thunder storm very heavy acknowledge deed for Daniel Bickford.,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,W,NA,NA,NA,foggy,NA,"thunder, rain",NA,NA,NA,NA,NA,ER,assumed W for Eastward night,NA,"WD, DD, LN",3
1874-06-30T00:00:00Z,June,The wind South Easterly and foggy went to Sullivan with team after a load got none,confident,"Winter Harbor, Sullivan, Winter Harbor",assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,foggy,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"WD, DD, LN",3
1874-07-01T00:00:00Z,July,The wind Northerly and very moderate left home at 6 AM for Calais. the windy South East in afternoon passed Moosepeak at sunset. took the wind East in evening and went into Moose peak at 11,confident,"Winter Harbor, Moose Peak",mentioned,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,very moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-07-02T00:00:00Z,July,The wind E.S.E. and foggy laid in Moose peak harbor,confident,Moose Peak,mentioned,Moose Peak Harbor,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,ESE,NA,NA,NA,NA,NA,foggy,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"WD, DD, LN",3
1874-07-03T00:00:00Z,July,The wind E.N.E rainy all day laid in Moosepeak,confident,Moose Peak,mentioned,Moose Peak Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,ENE,NA,NA,NA,NA,NA,rainy,rainy,rainy,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-07-04T00:00:00Z,July,The wind Easterly and foggy got underway and went to Jones port to spend the rem. of the fourth.,confident,"Moose Peak, Jonesport",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,foggy,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-07-05T00:00:00Z,July,The wind Easterly and rainy all day,confident,Jonesport,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,rainy,rainy,rainy,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-07-06T00:00:00Z,July,The wind N.N.East. got underway in the morning. PM. the wind Southerly anchored at Eastport at 5 pm. got underway at 11 pm for Calais moderate all night,confident,"Jonesport, Eastport, Calais",assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NNE,S,NA,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"WD, DD, LN",3
1874-07-07T00:00:00Z,July,The wind South West towed up river in morning wrote letter home.,confident,Calais,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"WD, DD, LN",3
1874-07-08T00:00:00Z,July,Calm all day. Work up with Hemlock boards to go to Boston.,confident,Calais,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,calm,calm,calm,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-07-09T00:00:00Z,July,The wind North West commenced loading.,confident,Calais,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-07-10T00:00:00Z,July,The wind Easterly finished loading at noon.,confident,Calais,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-07-11T00:00:00Z,July,Calm in fore noon Towed down river The wind South in afternoon beat down to Perry,confident,"Calais, Perry",assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,S,NA,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-07-12T00:00:00Z,July,The wind N.N.East got underway at one AM passed East Quaddy at day light the wind hauled to the Eastward passed Little River at 12 AM Petit manan at 9 PM and Schoodic at 12 night,confident,"Perry, East Quoddy, Little River, Petit Manan, Schoodic Peninsula",assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"WD, DD, LN",3
1874-07-13T00:00:00Z,July,The wind Southerly and very moderate thick foggy anchored in Winter Harbor at 7 .AM.,confident,"Schoodic Peninsula, Winter Harbor",assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,very moderate,NA,NA,foggy,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"DD, LN",3
1874-07-14T00:00:00Z,July,The wind S. West thick of fog laid at anchor in Winter Harbor. Commenced hanging rudder for the Schr Woodcock.,confident,Winter Harbor,mentioned,"Home, Wharf, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,thick fog,NA,NA,NA,NA,NA,NA,NA,ER,NA,NA,"WD, DD, LN",3
1874-07-15T00:00:00Z,July,The wind Southwest foggy finished hanging rudder,confident,Winter Harbor,assumed,"Home, Wharf, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,foggy,NA,NA,NA,NA,NA,NA,NA,WD,NA,NA,"DD, LN",3
1874-07-16T00:00:00Z,July,The wind South West heavy rain in afternoon with thunder,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,NA,heavy rain,NA,NA,NA,NA,NA,NA,WD,NA,NA,"DD, LN",3
1874-07-17T00:00:00Z,July,The wind Northerly and clear got underway in morning for Boston got to Otter Creek at noon took the wind to the Southward got to Buckle Isle at night,confident,"Winter Harbor, Otter Creek, Buckle Island",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,clear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WD,Buckle Isle is more commonly reffered to as Buckle Island,NA,"DD, LN",3
1874-07-18T00:00:00Z,July,The wind moderate to the South ward got underway in the noon anchored at Fox Island at night,confident,"Buckle Island, Fox Islands",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WD,assumed N for Southward am,NA,"DD, LN",3
1874-07-19T00:00:00Z,July,The wind S. S. W. got underway at sun rise very moderate anchored in Herring Gut at night,confident,"Fox Islands, Herring Gut",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SSW,NA,NA,very moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WD,Herring Gut is the old name for Port Clyde Harbor,NA,"DD, LN",3
1874-07-20T00:00:00Z,July,The wind South W by S. heavy breeze and rough laid in Herring Gut.,confident,Herring Gut,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WS,NA,NA,heavy breeze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WD,Herring Gut is the old name for Port Clyde Harbor,NA,"DD, LN",3
1874-07-21T00:00:00Z,July,The wind from N.N.E. with rain to N. W. in forenoon. got underway in morning abrest of Boothbay at noon. In the after noon the wind out S. W. by W. hauling to the W. passed Seguin at sunset.,confident,"Herring Gut, Boothbay, Seguin Island",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NNE,WSW,NA,NA,NA,NA,rain,NA,NA,NA,NA,NA,NA,NA,WD,NA,NA,"DD, LN",3
1874-07-22T00:00:00Z,July,The wind North West in morning at day light Cape Elizabeth light bore N by W. Seguin N. E. Wood Island N. W. was n sight of boon Island calm at 8 am and abrest of boon Island. very moderate Southerly went to Portsmouth,somewhat confident,"Cape Elizabeth, Seguin Island, Boon Island, Portsmouth",assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,S,NA,very moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WD,check journal entry for more precise information about location,NA,"DD, LN",3
1874-07-23T00:00:00Z,July,The wind very moderate to the North came out of Portsmouth in morn the wind hauled to the South East passed Thacher's Island at sunset,confident,"Portsmouth, Thacher Island",assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,SE,NA,very moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WD,changed Thachers to Thacher's,NA,"DD, LN",3
1874-07-24T00:00:00Z,July,The wind South West got into Boston at 9. AM. anchored on flats at 4 PM went into dock in Chelsea ready to discharge,confident,"Boston, Chelsea",assumed,"Boston Flats, Chelsea Dock",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WD,NA,NA,"DD, LN",3
1874-07-25T00:00:00Z,July,The wind South West No room on wharf to put lumber laid still,confident,Chelsea,mentioned,Chelsea Dock,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WD,NA,NA,"DD, LN",3
1874-07-26T00:00:00Z,July,The wind South West,confident,Chelsea,assumed,Chelsea Dock,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WD,NA,NA,"DD, LN",3
1874-07-27T00:00:00Z,July,The wind Southerly commenced onloading at 2 A.M. and finished at 12 midnight. hauled down the dock.,confident,Chelsea,assumed,Chelsea Dock,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WD,NA,NA,"DD, LN",3
1874-07-28T00:00:00Z,July,The wind Southerly moderate in morning started from the dock in Chelsea at one AM. Came out by Long Island in Boston Harbor by daylight the wind breezed in afternoon passed Monhegan and 12. night,confident,"Chelsea, Long Island, Boston, Monhegan",assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,moderate,breeze,NA,NA,NA,NA,NA,NA,NA,NA,NA,WD,changed Monheigat to Monhegan,NA,"DD, LN",3
1874-07-29T00:00:00Z,July,The wind Southerly moderate and foggy at white head day light rainy in afternoon anchored at the Cranberry Isles at night paid Thomas Bunker $15.00 on Sea Flower's acct,confident,"Monhegan, Cranberry Isles",assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,moderate,NA,NA,foggy,rainy,NA,NA,NA,NA,NA,NA,WD,changed Flowers to Flower's,NA,"DD, LN",3
1874-07-30T00:00:00Z,July,The wind N. N. W. and pleasant. got underway in morning and went home,confident,"Cranberry Isles, Winter Harbor",mentioned,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NNW,NA,NA,pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WD,NA,NA,"DD, LN",3
1874-07-31T00:00:00Z,July,The wind South West commenced haying,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WD,NA,NA,"DD, LN",3
1874-08-01T00:00:00Z,August,The wind South West rainy went out mackereling,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,rainy,NA,NA,NA,NA,NA,NA,NA,WD,NA,NA,"DD, LN",3
1874-08-02T00:00:00Z,August,The wind Southerly,confident,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WD,NA,NA,"DD, LN",3
1874-08-03T00:00:00Z,August,The wind North West and pleasant haying hauled in 15 stacks,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,15,stack,hay,no letter,NA,NA,NW,NA,NA,pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WD,NA,NA,"DD, LN",3
1874-08-04T00:00:00Z,August,The wind Westerly haying hauled in 12 stacks of hay,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,12,stack,hay,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WD,NA,NA,"DD, LN",3
1874-08-05T00:00:00Z,August,The wind Southerly haying hauled in 12 stacks of hay,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,12,stack,hay,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WD,NA,NA,"DD, LN",3
1874-08-06T00:00:00Z,August,The wind Northerly and Easterly over cast poor hay day mowed all forenoon raked in afternoon finished mowing,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WD,NA,NA,"DD, LN",3
1874-08-07T00:00:00Z,August,The wind Southerly hayed in 18 stacks of hay,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,18,stack,hay,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WD,NA,NA,"DD, LN",3
1874-08-08T00:00:00Z,August,The wind S. S. E. fresh breeze and rain all day. worked on lounge frame,confident,Winter Harbor,assumed,"Home, Shop, Home",assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SSE,NA,NA,fresh breeze,NA,NA,rain,rain,rain,NA,NA,NA,NA,NA,WD,NA,NA,"DD, LN",3
1874-08-09T00:00:00Z,August,The wind S. East. rainy,confident,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,rainy,NA,NA,NA,NA,NA,NA,NA,WD,NA,NA,"DD, LN",3
1874-08-10T00:00:00Z,August,The wind Easterly cut boat sail and had it made,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WD,NA,NA,"DD, LN",3
1874-08-11T00:00:00Z,August,The wind Southerly clear and warm opened hay and hauled in one load of 20 stacks,confident,Winter Harbor,assumed,Home,assumed,NA,NA,NA,NA,20,stack,hay,no letter,NA,NA,S,NA,NA,NA,NA,NA,"clear, warm",NA,NA,NA,NA,NA,NA,NA,WD,NA,NA,"DD, LN",3
