date_mdy,journal_year,month,journal_entry,transcription_accuracy,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,noteworthy,second_check,journal
1879-08-16T00:00:00Z,1879,August,The wind South East Thermometer 59 degrees Went to Ellsworth. to take advantage of the Insobuert act Employed A P Wiswell Came back at night moderate rain,somewhat confident,Ellsworth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,unsure in bold,NA,NA,8
1879-08-17T00:00:00Z,1879,August,The wind North East thermometer 59 degrees steady rain all day,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-08-18T00:00:00Z,1879,August,The wind Easterly Thermometer 58 degrees heavy rain all day Went to West Gouldsboro with the mail.,confident,West Gouldsboro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-08-19T00:00:00Z,1879,August,The win Easterly and very fresh breeze and heavy rain Thermometer 60 degrees at noon the wind hauled to the north and stoped raining tremendeous heavy sea running Commenced putting at Mast step in the Hayward Yatch in afternoon,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-08-20T00:00:00Z,1879,August,The wind North West Thermometer 67 degrees Finished the mast step in the Hayward yatch. Went to South Gouldsboro wharf with my boarders trunks,confident,South Gouldsboro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-08-21T00:00:00Z,1879,August,The wind very moderate Thermometer Settled up with my boarders and I carried them to South Gouldsboro Steam boat wharf.,confident,South Gouldsboro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-08-22T00:00:00Z,1879,August,The wind Southerly Thermometer 60° and thick with fog Went to West Gouldsboro with the Mail. Reed letter from A.P. Wiswell Esq,confident,West Gouldsboro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-08-23T00:00:00Z,1879,August,The wind Southerly Thermometer 75 degrees discharged Helen Stevens who has been cooking at the Eureka House. Her time being up thgh she agreed to work for. Acknowledged deed from N Hammond to Thomas Hammond,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-08-24T00:00:00Z,1879,August,The wind Southerly Thermometer 72,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-08-25T00:00:00Z,1879,August,The wind North East Thermometer 68 degrees work all day in the barn formerly of Wm Handy laying stable floor Mrs Helen Steven. went home by stage,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-08-26T00:00:00Z,1879,August,The wind North East Thermometer 69 degrees work in the barn building stalls for horses,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-08-27T00:00:00Z,1879,August,The wind North East. Thermometer 68 degree. work one halfday. for J.D Harrington. Acknowledged deed from Thomas Hammond to Wm Guptill.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-08-28T00:00:00Z,1879,August,The wind North East. Thermometer 70° Work one half day for my self on barn and in the afternoon work in JD Harrington. clap bourding wrote bill sale from S. C Pendleton to J.A.Y Reed letter from M Gallent &Co,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,unsure in bold,NA,NA,8
1879-08-29T00:00:00Z,1879,August,The wind Westerly in the morning Thermometer 70 Went to Ellsworth Came home in the afternoon arrived at 10 P.M.,confident,Ellsworth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-08-30T00:00:00Z,1879,August,The wind North West Thermometer 74 degrees Wrote letters to A.P. Wiswell and Lowell Courier work apart of the day on barn. Had a party of 20 to supper from Steuben.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-08-31T00:00:00Z,1879,August,The wind North West. thermometer 74 degrees a very pleasant day.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-01T00:00:00Z,1879,September,The wind Southerly Thermometer 65 degrees Went to West Gouldsboro with mail Reed letter from Chas J Guptill of Steuben Sold my interest in a boat to Mr Ira Foss Reed $10,confident,West Gouldsboro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-02T00:00:00Z,1879,September,The wind Southerly Thermometer 77 degrees Sent Reg letter to A Wiswell wich $10 Enclosed Work on half day for J D Harrington,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-03T00:00:00Z,1879,September,The wind Easterly Thermometer 74° Miss Leavy mared from the Capt Handy House.,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,unsure in bold,NA,NA,8
1879-09-04T00:00:00Z,1879,September,The wind Easterly and Thermometer 68 degrees Went to South Gouldsboro wharf to Carry Miss Fannie Tracy to Boat In afternoon worked in the old house fixing it up to move in,confident,West Gouldsboro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-05T00:00:00Z,1879,September,Calm and drizzling rain all day Thermometer 62° Went to West Gouldsboro with the mail,confident,West Gouldsboro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-06T00:00:00Z,1879,September,The wind North West in the forenoon and South West in the afternoon Thermometer 73 degrees. Work all day on the Wm Handy house at being the one we are about going to move in fixing the inside,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-07T00:00:00Z,1879,September,The wind Southerly and the thermometer 67 degrees Reed out last boarders at the Eureka House.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-08T00:00:00Z,1879,September,The wind S.S.E. Thermometer 58 degrees and rainy all day. Went to West Gouldsboro with the Mail then to the Town House to the State Election back to W. Gouldsboro took the mail and came home.,confident,West Gouldsboro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-09T00:00:00Z,1879,September,The wind South West in morning and came to the North West at 10 Am work all day. on the Wm Handy house morning partitouse and getting ready to move into it. Thermometer 65,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-10T00:00:00Z,1879,September,The wind North West and Thermometer 67° work on the house Turned away Runners and people on the road for the first time at the Eureka House. as we are getting ready to move out we cannot take them.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-11T00:00:00Z,1879,September,Calm in the morning then the wind Easterly and then Southerly Thermometer 70° work all day on house Reed letter from A D Wiswell,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-12T00:00:00Z,1879,September,The wind Southerly Thermometer 52° Went to West Gouldsbo with the Mail. Wrote letter to Mr Helen Stevens,confident,West Gouldsboro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-13T00:00:00Z,1879,September,The wind South West Thermometer 50 degrees work all day on the old house inside,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-14T00:00:00Z,1879,September,The wind board out to the Southward and a very fresh breeze Thermometer 48°,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-15T00:00:00Z,1879,September,The wind North West Thermometer 63 degrees Went to West Gouldsboro with the mail.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-16T00:00:00Z,1879,September,The wind North West in the forenoon and South West in the afternoon Thermometer 68 degrees work all day on the house,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-17T00:00:00Z,1879,September,The wind South West Thermometer 64 degrees work all day on the house having plastering done &c. Fixed the papers of J C Wright for collecting lost pay.,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,unsure in bold,NA,NA,8
1879-09-18T00:00:00Z,1879,September,The wind South West. Thermometer 62 degrees had a summons left to appear to the Court held at Ellsworth. from M. Gallent &Co. Went to Birch Harbor to carry Jennie Tracy. work all day on old house.,somewhat confident,Birch Harbor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,unsure in bold,NA,NA,8
1879-09-19T00:00:00Z,1879,September,The wind South Easterly Thermometer 50 degrees and rainy send $25. to A P Wiswell by Reg letter work on the old house painting,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-20T00:00:00Z,1879,September,The wind Southerly the Thermometer 42 at sunrise Painted the floors in the house.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-21T00:00:00Z,1879,September,The wind North West in the forenoon and Southerly in the afternoon the Thermometer 50°,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-22T00:00:00Z,1879,September,The wind Easterly and overcast. Thermometer 49 degrees Went to West Gouldsboro with the Mail.,confident,West Gouldsboro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-23T00:00:00Z,1879,September,The wind Southerly Thermometer 58 degrees Reed letter from E.M Spurling commenced moving the things from the Hotel to the Capt Handy place.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-24T00:00:00Z,1879,September,The wind Southerly and foggy Thermometer 54 degrees Went Mackereling in the forenoon And heavy rain in the afternoon work in the Hotel in the afternoon packing up things to move.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-25T00:00:00Z,1879,September,The wind North West and fresh breeze. Thermometer 45 Work all the forenoon moving things out from the Hotel to the Capt Wm Handy place it being the place we are going to occupy. finished moving at noon,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-26T00:00:00Z,1879,September,Calm in morning very heavy frost Thermometer 26 Went to West Gouldsboro with the Mail,confident,West Gouldsboro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-27T00:00:00Z,1879,September,The wind South West. Thermometer 45 degrees Went to Ellsworth to make out a list of Creditors I being Insolient. Came home in the evening,somewhat confident,Ellsworth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,unsure in bold,NA,NA,8
1879-09-28T00:00:00Z,1879,September,The wind Southerly. Thermometer 52 degrees,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-29T00:00:00Z,1879,September,The wind Southerly Thermometer 45° Went to West Gouldsboro with the mail. Reed letter from Helen Stevens.,confident,West Gouldsboro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-09-30T00:00:00Z,1879,September,The wind North West in forenoon and Southerly in the afternoon and very moderate all day The Thermometer 80° at 10 A.M. Commenced digging my potatoes.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-01T00:00:00Z,1879,October,The wind South West Went to Cranberry Isles to see Emma Spurling Started for home at 5 oclock P.M. at dark the wind North West arrived home at 8 P.M. Reed notice,confident,Cranberry Isles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-02T00:00:00Z,1879,October,The wind North West. in forenoon and the Thermometer 80 degrees above zero. Work apart the day digging potatoes Wind South West in the afternoon.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-03T00:00:00Z,1879,October,The wind South West Thermometer 67 degrees Went to West Gouldsboro Reed letter from RH Kittredge &Co and wrote letter to R H Kittredge & Co and to A P Wiswell Esq. oath o G W Tracy as Post master.,somewhat confident,West Gouldsboro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read and write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,unsure in bold,NA,NA,8
1879-10-04T00:00:00Z,1879,October,The wind North West Thermometer 70 degrees. Went Clamming for bait getting ready to go fishing,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-05T00:00:00Z,1879,October,Calm all day and the Thermometer 72 degrees,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-06T00:00:00Z,1879,October,The wind from North East to South East and South West. Thermometer 49 degrees in morning Went down to Schoodic fishing and gunning,confident,Schoodic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-07T00:00:00Z,1879,October,The wind West South West Thermometer very fresh breeze 62° started gunning bat the wind blew so hard I came back Acknowledged deed from Wm Rand to Chas Smallidge,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,unsure in bold,NA,NA,8
1879-10-08T00:00:00Z,1879,October,The wind very moderate all day Thermometer 88° Went mackereling and roped a boat sail,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-09T00:00:00Z,1879,October,Calm all day and the Thermometer 78 dgres Went to Shoodic Island gunning,confident,Schoodic Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-10T00:00:00Z,1879,October,The wind Easterly and drizzling rain Thermometer 52 degrees Went to West Gouldsboro with the mail.,confident,West Gouldsboro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-11T00:00:00Z,1879,October,The wind very moderate Easterly in morning. then calm the remainder of the day. Thermometer 62 degrees Work apart of the day making flying jibboom for the A.G.Brooks.,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,unsure in bold,NA,NA,8
1879-10-12T00:00:00Z,1879,October,The wind very moderate Easterly Thermometer 54 and drizzling rain in the afternoon Went to South Gouldsboro to Carry E A Keating & family.,confident,South Gouldsboro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-13T00:00:00Z,1879,October,The wind North West. Thermometer 60 degrees. Work on flying jibboom for Schr A.G.Brooks Reed letters from Boston Trawler wrote letter to Helen Stevens,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read and write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-14T00:00:00Z,1879,October,The wind North West Thermometer 62 degrees Finished making the flying jibboom for the A.G. Brooks,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-15T00:00:00Z,1879,October,The wind North East. The Thermometer 54 Had the horse shoed Went to Bar Harbor in the afternoon to see Samuel Sargent and came back in the evening,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-16T00:00:00Z,1879,October,The wind North East Thermometer. 70 degrees Went to Ellsworth in morning accompanied by Geo. Smallidge to attend the Court of Insolvency for the Creditors to prove their claims and choose an Assigner. G. H. Smith appointed came home in the afternoon,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-17T00:00:00Z,1879,October,The wind Southerly Thermometer 60 degrees Work apart of the day for J.D. Harrington making a meal chest. Sent fifty names to the Independent a paper of New York City.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-18T00:00:00Z,1879,October,The wind South Thermometer 59 degrees Work apart of the day for J.D.Harrington and dug some potatoes for my self.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-19T00:00:00Z,1879,October,The wind South South East and rain in the fore noon Thermometer 60° In the afternoon the wind came of N.N.W and cleared up very fresh breeze.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-20T00:00:00Z,1879,October,The wind North North West. and a very heavy blow with the Thermometer 47 degrees finished digging my potatoes had about 25 bushels. Reed letter from Boston Traveller and Loring Short & Hamon. Portland,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-21T00:00:00Z,1879,October,The wind South West Thermometer 59 degrees Work most all day hauling Rock weed and wood. gathered apart of my garden.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-22T00:00:00Z,1879,October,The wind Southerly Thermometer 48 degrees Wrote letter to A. P. Wiswell Made three Window frames for Capt Wm Handy to put in his house on Turtle Island.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-23T00:00:00Z,1879,October,The wind board out Southerly and rain all day with the Thermometer 57 degrees. Work in J. F. Kingsleys shop turning two setts of table legs for James B. Wright.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-24T00:00:00Z,1879,October,The wind North West And Thermometer 36 Went to West Gouldsboro with the Mail. heavy Snow Squalls in forenoon.,confident,West Gouldsboro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-25T00:00:00Z,1879,October,The wind N.N. West The Thermometer was down to 28 degrees in the morning. Helped J.F.Kingsley. get carrots down his cellar. Reed letter from A.P.Wiswell.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-26T00:00:00Z,1879,October,The wind West. North. W. in the forenoon and in the afternoon the wind out South West. Thermometer 57 degrees.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-27T00:00:00Z,1879,October,The wind South West Thermometer 60° Went to West Gouldsboro with the Mail Repaired the Schr AGBrooks wheel. Reed letter from Boston Traveler Office.,confident,West Gouldsboro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,NA,NA,NA,8
1879-10-28T00:00:00Z,1879,October,The wind Southerly Thermometer 50° Commenced Shighing the roof of Capt N.A.Bickfords house In the afternoon it rained at 2 oclock Wrote bill of sale of 1/2 of the Schr Nauseag from Celestia Bickford to Henry C Tully sinatd,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,unsure in bold,NA,NA,8
1879-10-29T00:00:00Z,1879,October,The wind came of from the North West in the morning. to shingle the roof of N.A.Bickfords house Then came rain squalls and gave it up. the Thernometer 45 degrees My birth day 34 years old,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,34th birthday!,NA,NA,8
1879-10-30T00:00:00Z,1879,October,The wind South West Thermometer 50 degrees work all day shing fing roof of N. A Bickfords house,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,DD,unsure in bold,NA,NA,8
